model_id,source_repo,source_lang,target_lang,vocab_size,model_type,eval_method,variants,stars,quality_label,status
efi-fr,Helsinki-NLP/opus-mt-efi-fr,efi,fr,59481,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ha-es,Helsinki-NLP/opus-mt-ha-es,ha,es,59503,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
es-ha,Helsinki-NLP/opus-mt-es-ha,es,ha,59503,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-lt,Helsinki-NLP/opus-mt-es-lt,es,lt,59511,translation,seq2seq,"base,ct2,ct2_int8,lora",2.6666666666666665,Fair,api_success
lt-es,Helsinki-NLP/opus-mt-lt-es,lt,es,59511,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
fr-en,Helsinki-NLP/opus-mt-fr-en,fr,en,59514,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
wa-en,Helsinki-NLP/opus-mt-wa-en,wa,en,59514,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
en-fr,Helsinki-NLP/opus-mt-en-fr,en,fr,59514,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-zls-de,Helsinki-NLP/opus-mt-tc-big-zls-de,tcbig,de,59519,translation,seq2seq,"base,ct2,ct2_int8,lora",3.6666666666666665,Good,api_success
tc-big-zls-de,Helsinki-NLP/opus-mt-tc-big-zls-de,tc,de,59519,translation,seq2seq,"base,ct2,ct2_int8,lora",3.1666666666666665,Good,api_success
tcbig-bible_deu_eng_fra_por_spa-pqw,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-pqw,tcbig,pqw,59520,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-pqw,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-pqw,tc,pqw,59520,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
hu-fi,Helsinki-NLP/opus-mt-hu-fi,hu,fi,59526,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
fi-hu,Helsinki-NLP/opus-mt-fi-hu,fi,hu,59526,translation,seq2seq,"base,ct2,ct2_int8,lora",2.1666666666666665,Fair,api_success
tw-sv,Helsinki-NLP/opus-mt-tw-sv,tw,sv,59541,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-tw,Helsinki-NLP/opus-mt-sv-tw,sv,tw,59541,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ro,Helsinki-NLP/opus-mt-en-ro,en,ro,59543,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lt-it,Helsinki-NLP/opus-mt-lt-it,lt,it,59549,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
it-lt,Helsinki-NLP/opus-mt-it-lt,it,lt,59549,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tr-es,Helsinki-NLP/opus-mt-tr-es,tr,es,59565,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
ilo-sv,Helsinki-NLP/opus-mt-ilo-sv,ilo,sv,59581,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ilo,Helsinki-NLP/opus-mt-sv-ilo,sv,ilo,59581,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
fi-sm,Helsinki-NLP/opus-mt-fi-sm,fi,sm,59586,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-st,Helsinki-NLP/opus-mt-sv-st,sv,st,59596,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
st-sv,Helsinki-NLP/opus-mt-st-sv,st,sv,59596,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
da-fi,Helsinki-NLP/opus-mt-da-fi,da,fi,59606,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
chk-fr,Helsinki-NLP/opus-mt-chk-fr,chk,fr,59610,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-yo,Helsinki-NLP/opus-mt-fr-yo,fr,yo,59615,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
yo-fr,Helsinki-NLP/opus-mt-yo-fr,yo,fr,59615,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-gaa,Helsinki-NLP/opus-mt-sv-gaa,sv,gaa,59654,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gaa-sv,Helsinki-NLP/opus-mt-gaa-sv,gaa,sv,59654,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-tl,Helsinki-NLP/opus-mt-es-tl,es,tl,59655,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tl-es,Helsinki-NLP/opus-mt-tl-es,tl,es,59655,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-en,Helsinki-NLP/opus-mt-fi-en,fi,en,59659,translation,seq2seq,"base,ct2,ct2_int8,lora",1.5,Basic,api_success
sv-tn,Helsinki-NLP/opus-mt-sv-tn,sv,tn,59661,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tn-sv,Helsinki-NLP/opus-mt-tn-sv,tn,sv,59661,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-ha,Helsinki-NLP/opus-mt-de-ha,de,ha,59664,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-fj,Helsinki-NLP/opus-mt-es-fj,es,fj,59664,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pl-es,Helsinki-NLP/opus-mt-pl-es,pl,es,59678,translation,seq2seq,"base,ct2,ct2_int8,lora",3.5,Good,api_success
ee-sv,Helsinki-NLP/opus-mt-ee-sv,ee,sv,59678,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ee,Helsinki-NLP/opus-mt-sv-ee,sv,ee,59678,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-pl,Helsinki-NLP/opus-mt-es-pl,es,pl,59678,translation,seq2seq,"base,ct2,ct2_int8,lora",0.8333333333333334,Experimental,api_success
pap-fr,Helsinki-NLP/opus-mt-pap-fr,pap,fr,59706,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-pap,Helsinki-NLP/opus-mt-fr-pap,fr,pap,59706,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
yo-es,Helsinki-NLP/opus-mt-yo-es,yo,es,59716,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-yo,Helsinki-NLP/opus-mt-es-yo,es,yo,59716,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sq-sv,Helsinki-NLP/opus-mt-sq-sv,sq,sv,59725,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-sq,Helsinki-NLP/opus-mt-sv-sq,sv,sq,59725,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
el-fi,Helsinki-NLP/opus-mt-el-fi,el,fi,59727,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
fi-el,Helsinki-NLP/opus-mt-fi-el,fi,el,59727,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
fr-eo,Helsinki-NLP/opus-mt-fr-eo,fr,eo,59728,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
eo-fr,Helsinki-NLP/opus-mt-eo-fr,eo,fr,59728,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
efi-de,Helsinki-NLP/opus-mt-efi-de,efi,de,59733,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-efi,Helsinki-NLP/opus-mt-de-efi,de,efi,59733,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-bcl,Helsinki-NLP/opus-mt-es-bcl,es,bcl,59736,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bcl-es,Helsinki-NLP/opus-mt-bcl-es,bcl,es,59736,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-map-en,Helsinki-NLP/opus-mt-tc-bible-big-map-en,tc,en,59740,translation,seq2seq,"base,ct2,ct2_int8,lora",1.1666666666666667,Basic,api_success
tcbig-bible_map-en,Helsinki-NLP/opus-mt-tc-bible-big-map-en,tcbig,en,59740,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
zlw-fiu,Helsinki-NLP/opus-mt-zlw-fiu,zlw,fiu,59747,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
tc-bible-big-poz-en,Helsinki-NLP/opus-mt-tc-bible-big-poz-en,tc,en,59757,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
tcbig-bible_poz-en,Helsinki-NLP/opus-mt-tc-bible-big-poz-en,tcbig,en,59757,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
tc-bible-big-urj-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-urj-fra_ita_por_spa,tc,fra_ita_por_spa,59759,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_urj-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-urj-fra_ita_por_spa,tcbig,fra_ita_por_spa,59759,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_phi-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,59760,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
tc-bible-big-phi-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,59760,translation,seq2seq,"base,ct2,ct2_int8,lora",3.3333333333333335,Good,api_success
fr-hil,Helsinki-NLP/opus-mt-fr-hil,fr,hil,59764,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ts-sv,Helsinki-NLP/opus-mt-ts-sv,ts,sv,59767,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ts,Helsinki-NLP/opus-mt-sv-ts,sv,ts,59767,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ceb-fr,Helsinki-NLP/opus-mt-ceb-fr,ceb,fr,59770,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ceb,Helsinki-NLP/opus-mt-fr-ceb,fr,ceb,59770,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
rnd-fr,Helsinki-NLP/opus-mt-rnd-fr,rnd,fr,59771,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-rnd,Helsinki-NLP/opus-mt-fr-rnd,fr,rnd,59771,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
nso-sv,Helsinki-NLP/opus-mt-nso-sv,nso,sv,59774,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-nso,Helsinki-NLP/opus-mt-sv-nso,sv,nso,59774,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pt-tl,Helsinki-NLP/opus-mt-pt-tl,pt,tl,59778,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
tl-pt,Helsinki-NLP/opus-mt-tl-pt,tl,pt,59778,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-fiu-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-fiu-fra_ita_por_spa,tc,fra_ita_por_spa,59780,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_fiu-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-fiu-fra_ita_por_spa,tcbig,fra_ita_por_spa,59780,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
srn-fr,Helsinki-NLP/opus-mt-srn-fr,srn,fr,59781,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pa-en,Helsinki-NLP/opus-mt-pa-en,pa,en,59781,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-srn,Helsinki-NLP/opus-mt-fr-srn,fr,srn,59781,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-ln,Helsinki-NLP/opus-mt-sv-ln,sv,ln,59791,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-pag,Helsinki-NLP/opus-mt-sv-pag,sv,pag,59796,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pag-sv,Helsinki-NLP/opus-mt-pag-sv,pag,sv,59796,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-fj,Helsinki-NLP/opus-mt-de-fj,de,fj,59804,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-ny,Helsinki-NLP/opus-mt-en-ny,en,ny,59811,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ny-en,Helsinki-NLP/opus-mt-ny-en,ny,en,59811,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-efi,Helsinki-NLP/opus-mt-es-efi,es,efi,59814,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bem-en,Helsinki-NLP/opus-mt-bem-en,bem,en,59828,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-bem,Helsinki-NLP/opus-mt-en-bem,en,bem,59828,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tr-fr,Helsinki-NLP/opus-mt-tr-fr,tr,fr,59829,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
sv-swc,Helsinki-NLP/opus-mt-sv-swc,sv,swc,59834,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
swc-sv,Helsinki-NLP/opus-mt-swc-sv,swc,sv,59834,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
fr-ig,Helsinki-NLP/opus-mt-fr-ig,fr,ig,59835,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ig-fr,Helsinki-NLP/opus-mt-ig-fr,ig,fr,59835,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
eo-de,Helsinki-NLP/opus-mt-eo-de,eo,de,59836,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
de-eo,Helsinki-NLP/opus-mt-de-eo,de,eo,59836,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
fi-nl,Helsinki-NLP/opus-mt-fi-nl,fi,nl,59836,translation,seq2seq,"base,ct2,ct2_int8,lora",3.1666666666666665,Good,api_success
sv-el,Helsinki-NLP/opus-mt-sv-el,sv,el,59836,translation,seq2seq,"base,ct2,ct2_int8,lora",3.6666666666666665,Good,api_success
el-sv,Helsinki-NLP/opus-mt-el-sv,el,sv,59836,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
nl-fi,Helsinki-NLP/opus-mt-nl-fi,nl,fi,59836,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-phi,Helsinki-NLP/opus-mt-en-phi,en,phi,59866,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-it,Helsinki-NLP/opus-mt-de-it,de,it,59867,translation,seq2seq,"base,ct2,ct2_int8,lora",1.6666666666666667,Basic,api_success
it-de,Helsinki-NLP/opus-mt-it-de,it,de,59867,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
tc-bible-big-sla-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-sla-deu_eng_nld,tc,deu_eng_nld,59873,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_sla-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-sla-deu_eng_nld,tcbig,deu_eng_nld,59873,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
uk-bg,Helsinki-NLP/opus-mt-uk-bg,uk,bg,59878,translation,seq2seq,"base,ct2,ct2_int8,lora",1.5,Basic,api_success
bg-uk,Helsinki-NLP/opus-mt-bg-uk,bg,uk,59878,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
tcbig-zls-en,Helsinki-NLP/opus-mt-tc-big-zls-en,tcbig,en,59883,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
tc-big-zls-en,Helsinki-NLP/opus-mt-tc-big-zls-en,tc,en,59883,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tc-bible-big-sla-en,Helsinki-NLP/opus-mt-tc-bible-big-sla-en,tc,en,59891,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-bible_sla-en,Helsinki-NLP/opus-mt-tc-bible-big-sla-en,tcbig,en,59891,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
om-en,Helsinki-NLP/opus-mt-om-en,om,en,59898,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-om,Helsinki-NLP/opus-mt-en-om,en,om,59898,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-tr,Helsinki-NLP/opus-mt-fi-tr,fi,tr,59902,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
fi-it,Helsinki-NLP/opus-mt-fi-it,fi,it,59909,translation,seq2seq,"base,ct2,ct2_int8,lora",3.3333333333333335,Good,api_success
sv-bcl,Helsinki-NLP/opus-mt-sv-bcl,sv,bcl,59911,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bcl-sv,Helsinki-NLP/opus-mt-bcl-sv,bcl,sv,59911,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-fi-zls,Helsinki-NLP/opus-mt-tc-big-fi-zls,tcbig,zls,59931,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
tc-big-fi-zls,Helsinki-NLP/opus-mt-tc-big-fi-zls,tc,zls,59931,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
de-el,Helsinki-NLP/opus-mt-de-el,de,el,59951,translation,seq2seq,"base,ct2,ct2_int8,lora",4.166666666666667,High Quality,api_success
es-war,Helsinki-NLP/opus-mt-es-war,es,war,59954,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
war-es,Helsinki-NLP/opus-mt-war-es,war,es,59954,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-sla,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-sla,tc,sla,59956,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-sla,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-sla,tcbig,sla,59956,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-fi,Helsinki-NLP/opus-mt-de-fi,de,fi,59971,translation,seq2seq,"base,ct2,ct2_int8,lora",1.6666666666666667,Basic,api_success
fr-lua,Helsinki-NLP/opus-mt-fr-lua,fr,lua,59980,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lua-fr,Helsinki-NLP/opus-mt-lua-fr,lua,fr,59980,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ig-es,Helsinki-NLP/opus-mt-ig-es,ig,es,60006,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ig,Helsinki-NLP/opus-mt-es-ig,es,ig,60006,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
chk-es,Helsinki-NLP/opus-mt-chk-es,chk,es,60011,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-gmq-he,Helsinki-NLP/opus-mt-tc-big-gmq-he,tcbig,he,60013,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tc-big-gmq-he,Helsinki-NLP/opus-mt-tc-big-gmq-he,tc,he,60013,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
de-ig,Helsinki-NLP/opus-mt-de-ig,de,ig,60025,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sk-en,Helsinki-NLP/opus-mt-sk-en,sk,en,60025,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
ig-de,Helsinki-NLP/opus-mt-ig-de,ig,de,60025,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-sk,Helsinki-NLP/opus-mt-en-sk,en,sk,60025,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tw-es,Helsinki-NLP/opus-mt-tw-es,tw,es,60033,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-tw,Helsinki-NLP/opus-mt-es-tw,es,tw,60033,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
hil-de,Helsinki-NLP/opus-mt-hil-de,hil,de,60041,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
de-hil,Helsinki-NLP/opus-mt-de-hil,de,hil,60041,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
fr-pl,Helsinki-NLP/opus-mt-fr-pl,fr,pl,60050,translation,seq2seq,"base,ct2,ct2_int8,lora",2.5,Fair,api_success
pl-fr,Helsinki-NLP/opus-mt-pl-fr,pl,fr,60050,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
srn-es,Helsinki-NLP/opus-mt-srn-es,srn,es,60052,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-srn,Helsinki-NLP/opus-mt-es-srn,es,srn,60052,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-ilo,Helsinki-NLP/opus-mt-fr-ilo,fr,ilo,60057,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-war,Helsinki-NLP/opus-mt-fr-war,fr,war,60058,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
war-fr,Helsinki-NLP/opus-mt-war-fr,war,fr,60058,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-fr,Helsinki-NLP/opus-mt-fi-fr,fi,fr,60065,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
bg-fi,Helsinki-NLP/opus-mt-bg-fi,bg,fi,60069,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
fi-bg,Helsinki-NLP/opus-mt-fi-bg,fi,bg,60069,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
pag-es,Helsinki-NLP/opus-mt-pag-es,pag,es,60074,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-pag,Helsinki-NLP/opus-mt-es-pag,es,pag,60074,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
loz-sv,Helsinki-NLP/opus-mt-loz-sv,loz,sv,60081,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-map,Helsinki-NLP/opus-mt-en-map,en,map,60088,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-pqe,Helsinki-NLP/opus-mt-en-pqe,en,pqe,60089,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pqe-en,Helsinki-NLP/opus-mt-pqe-en,pqe,en,60111,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sq-es,Helsinki-NLP/opus-mt-sq-es,sq,es,60116,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-umb,Helsinki-NLP/opus-mt-sv-umb,sv,umb,60123,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-tl,Helsinki-NLP/opus-mt-fr-tl,fr,tl,60124,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
kqn-en,Helsinki-NLP/opus-mt-kqn-en,kqn,en,60142,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-kqn,Helsinki-NLP/opus-mt-en-kqn,en,kqn,60142,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-itc-bat,Helsinki-NLP/opus-mt-tc-big-itc-bat,tc,bat,60149,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-itc-bat,Helsinki-NLP/opus-mt-tc-big-itc-bat,tcbig,bat,60149,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-st,Helsinki-NLP/opus-mt-fr-st,fr,st,60161,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
st-fr,Helsinki-NLP/opus-mt-st-fr,st,fr,60161,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ee-es,Helsinki-NLP/opus-mt-ee-es,ee,es,60163,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-ee,Helsinki-NLP/opus-mt-es-ee,es,ee,60163,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
swc-fr,Helsinki-NLP/opus-mt-swc-fr,swc,fr,60172,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-swc,Helsinki-NLP/opus-mt-fr-swc,fr,swc,60172,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gaa-es,Helsinki-NLP/opus-mt-gaa-es,gaa,es,60173,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-gaa,Helsinki-NLP/opus-mt-es-gaa,es,gaa,60173,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
